,id,timestamp,lat,lon,destination,pattern_id,pattern_distance,trip_id
4202,6355,20191205 09:52:42,40.4395518711635,-79.88068084716797,Downtown,6912,30047,5734
4215,6249,20191205 09:52:42,40.40007833333333,-79.86427333333333,Downtown,6898,1677,5796
4217,6355,20191205 09:52:44,40.43966718401228,-79.88061065673828,Downtown,6912,30092,5734
4218,6338,20191205 09:52:43,40.44096406300863,-80.0009822845459,Downtown,6912,72967,5731
4223,6447,20191205 09:52:43,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4224,3308,20191205 09:52:47,40.40494751348728,-79.8713096060404,Downtown,6774,8688,5736
4227,6442,20191205 09:52:45,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
4235,3314,20191205 09:52:49,40.44123827616374,-79.8929438273112,Braddock,6914,34630,6636
4240,6253,20191205 09:52:48,40.43042755126953,-79.89244842529297,Downtown,6774,21605,5735
4241,6243,20191205 09:52:48,40.44180690708445,-79.95846625940123,Downtown,6774,45793,5733
4245,6351,20191205 09:52:58,40.44464111328125,-79.94376353728465,Downtown,6898,44072,5793
4247,6338,20191205 09:53:02,40.44097333333333,-80.00057,Braddock,6914,31,6646
4249,3314,20191205 09:52:59,40.44124984741211,-79.89232940673828,Braddock,6914,34801,6636
4254,6253,20191205 09:52:53,40.430823476690996,-79.89261426423725,Downtown,6774,21750,5735
4262,6340,20191205 09:53:03,40.43924903869629,-79.96014238440472,Braddock,6914,12689,6641
4267,3308,20191205 09:53:07,40.405744806925455,-79.87273495992025,Downtown,6774,9197,5736
4271,3252,20191205 09:53:03,40.43795088470959,-79.99154588042713,Braddock,6777,3063,6643
4278,6435,20191205 09:53:11,40.40034998679648,-79.86304629578882,Braddock,6914,60712,6627
4280,6447,20191205 09:53:13,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4287,6249,20191205 09:53:14,40.400062561035156,-79.86425018310547,Downtown,6898,1677,5796
4289,6355,20191205 09:53:15,40.440376748844066,-79.88046700613839,Downtown,6912,30435,5734
4292,3314,20191205 09:53:14,40.44115725430575,-79.89130262895064,Braddock,6914,35124,6636
4298,6243,20191205 09:53:13,40.441691398620605,-79.95861434936523,Downtown,6774,45881,5733
4299,6442,20191205 09:53:15,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
4301,3255,20191205 09:53:18,40.44441525689487,-79.94876414331897,Braddock,6777,16654,6638
4311,3308,20191205 09:53:19,40.406144082546234,-79.87344086170197,Downtown,6774,9466,5736
4318,6351,20191205 09:53:28,40.44464111328125,-79.94376353728465,Downtown,6898,44072,5793
4321,6340,20191205 09:53:29,40.44003247347745,-79.95908480557529,Braddock,6914,13141,6641
4324,5650,20191205 09:53:25,40.44024857607755,-79.87833820689808,Braddock Shopping Ctr,6931,39920,6632
4326,3308,20191205 09:53:25,40.40652572407442,-79.87410051682416,Downtown,6774,9715,5736
4327,6253,20191205 09:53:27,40.43194266288511,-79.89340160739037,Downtown,6774,22271,5735
4328,6243,20191205 09:53:24,40.441691398620605,-79.95861434936523,Downtown,6774,45881,5733
4330,3252,20191205 09:53:24,40.43793253313031,-79.99107615152995,Braddock,6777,3194,6643
4331,3255,20191205 09:53:24,40.4444694519043,-79.94785766601562,Braddock,6777,16909,6638
4332,6249,20191205 09:53:36,40.400062561035156,-79.86425018310547,Downtown,6898,1677,5796
4334,6355,20191205 09:53:37,40.440784779000786,-79.88168205098903,Downtown,6912,30816,5734
4335,6338,20191205 09:53:33,40.4407844543457,-80.0005111694336,Braddock,6914,89,6646
4352,3314,20191205 09:53:43,40.44056017258588,-79.8895243476419,Braddock,6914,35712,6636
4353,6435,20191205 09:53:41,40.39979160365774,-79.86374391014897,Braddock,6914,60974,6627
4356,3308,20191205 09:53:42,40.40715985684781,-79.87521712844436,Downtown,6774,10130,5736
4370,6447,20191205 09:53:43,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4374,6442,20191205 09:53:46,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
4383,6435,20191205 09:53:51,40.40008882163227,-79.86420871900475,Braddock,6914,61223,6627
4393,6351,20191205 09:53:59,40.44464111328125,-79.94376353728465,Downtown,6898,44072,5793
4394,6355,20191205 09:54:03,40.441160616667375,-79.88284998354705,Downtown,6912,31215,5734
4395,6338,20191205 09:54:00,40.440460205078125,-79.99964141845703,Braddock,6914,369,6646
4396,6340,20191205 09:54:00,40.44098663330078,-79.95768737792969,Braddock,6914,13641,6641
4399,5650,20191205 09:53:55,40.43923056466239,-79.87891235351563,Braddock Shopping Ctr,6931,40316,6632
4402,6253,20191205 09:53:55,40.432957492657565,-79.89414021506238,Downtown,6774,22725,5735
4403,6243,20191205 09:53:56,40.4412595960829,-79.9591704474555,Downtown,6774,46070,5733
4406,3255,20191205 09:53:55,40.44464273805971,-79.94374790898075,Braddock,6777,18071,6638
4407,6249,20191205 09:54:06,40.399959564208984,-79.86353302001953,Downtown,6898,2023,5796
4409,6355,20191205 09:54:05,40.44125460196233,-79.88313193943189,Downtown,6912,31301,5734
4412,3314,20191205 09:54:04,40.44011805134435,-79.88816501248267,Braddock,6914,36120,6636
4420,3252,20191205 09:54:07,40.437752356896034,-79.98670489971454,Braddock,6777,4456,6643
4426,6340,20191205 09:54:12,40.44148072742281,-79.95708477686323,Braddock,6914,13950,6641
4430,6447,20191205 09:54:13,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4431,3308,20191205 09:54:13,40.40879971863794,-79.87710371173796,Downtown,6774,10930,5736
4444,5650,20191205 09:54:16,40.43888812594943,-79.87910885281033,Braddock Shopping Ctr,6931,40516,6632
4449,6442,20191205 09:54:17,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
4457,3314,20191205 09:54:20,40.440555572509766,-79.88710021972656,Braddock,6914,36488,6636
4458,6435,20191205 09:54:22,40.401145935058594,-79.86554718017578,Braddock,6914,61734,6627
4467,6249,20191205 09:54:26,40.40095901489258,-79.86229705810547,Downtown,6898,2537,5796
4468,6351,20191205 09:54:25,40.444610595703125,-79.9443599155971,Downtown,6898,44235,5793
4472,3314,20191205 09:54:33,40.44062897466844,-79.88695513817572,Braddock,6914,36568,6636
4473,6435,20191205 09:54:30,40.401460715702605,-79.86609745025635,Braddock,6914,61986,6627
4477,6253,20191205 09:54:32,40.43444145331949,-79.89521543858415,Downtown,6774,23364,5735
4481,3255,20191205 09:54:26,40.44464834805193,-79.9434365897343,Braddock,6777,18139,6638
4484,6355,20191205 09:54:37,40.44193649291992,-79.88506317138672,Downtown,6912,31896,5734
4488,6435,20191205 09:54:36,40.40185082925333,-79.86662436820366,Braddock,6914,62196,6627
4495,3252,20191205 09:54:38,40.437713623046875,-79.9866943359375,Braddock,6777,4456,6643
4499,6355,20191205 09:54:44,40.44198676518032,-79.88532829284668,Downtown,6912,32006,5734
4500,6338,20191205 09:54:44,40.43989944458008,-79.99813842773438,Braddock,6914,873,6646
4503,6435,20191205 09:54:43,40.40236767855558,-79.86733107133345,Braddock,6914,62482,6627
4505,6447,20191205 09:54:43,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4506,3308,20191205 09:54:44,40.40885287425557,-79.87715999415663,Downtown,6774,10955,5736
4519,5650,20191205 09:54:46,40.43829406738281,-79.87949066162109,Braddock Shopping Ctr,6931,40789,6632
4524,6442,20191205 09:54:47,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
4533,6435,20191205 09:54:53,40.40309158026003,-79.86831410725911,Braddock,6914,62864,6627
4540,3252,20191205 09:54:53,40.437743958972746,-79.98657214452349,Braddock,6777,4500,6643
4542,6351,20191205 09:54:57,40.44460431991085,-79.94462142452117,Downtown,6898,44338,5793
4545,6340,20191205 09:54:56,40.441771155909485,-79.95668009707802,Braddock,6914,14104,6641
4546,3314,20191205 09:55:05,40.440963340528086,-79.88627844145803,Braddock,6914,36828,6636
4550,6253,20191205 09:55:03,40.4358344643803,-79.89599079196736,Downtown,6774,23950,5735
4553,3252,20191205 09:55:02,40.437697092692055,-79.98573811848958,Braddock,6777,4747,6643
4554,3255,20191205 09:54:56,40.4444580078125,-79.94229125976562,Braddock,6777,18456,6638
4560,5650,20191205 09:55:06,40.43668993781595,-79.88060835296032,Braddock Shopping Ctr,6931,41530,6632
4563,6253,20191205 09:55:07,40.4361329806053,-79.89611609507415,Downtown,6774,24064,5735
4570,6338,20191205 09:55:14,40.4398193359375,-79.99793243408203,Braddock,6914,937,6646
4574,6447,20191205 09:55:13,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4575,3308,20191205 09:55:14,40.40889114630027,-79.8772023935787,Downtown,6774,10973,5736
4580,3255,20191205 09:55:13,40.444465213351776,-79.94197421603732,Braddock,6777,18585,6638
4582,6355,20191205 09:55:15,40.442260496078,-79.88616918748424,Downtown,6912,32265,5734
4586,5650,20191205 09:55:17,40.43581975301107,-79.88160095214843,Braddock Shopping Ctr,6931,42014,6632
4590,6243,20191205 09:55:16,40.439085483551025,-79.96215057373047,Downtown,6774,47231,5733
4594,6249,20191205 09:55:27,40.40195846557617,-79.86100769042969,Downtown,6898,2997,5796
4595,6351,20191205 09:55:29,40.44452667236328,-79.94853973388672,Downtown,6898,45409,5793
4598,6340,20191205 09:55:26,40.44223226349929,-79.95605955452754,Braddock,6914,14326,6641
4599,3314,20191205 09:55:29,40.441353268093536,-79.88605499267578,Braddock,6914,36985,6636
4600,5650,20191205 09:55:28,40.43477989196777,-79.88285034179688,Braddock Shopping Ctr,6931,42525,6632
4606,3252,20191205 09:55:26,40.43765125577412,-79.98486146472749,Braddock,6777,5020,6643
4612,6340,20191205 09:55:31,40.44257025285201,-79.95558513294567,Braddock,6914,14537,6641
4614,5650,20191205 09:55:33,40.43451919555664,-79.88316955566407,Braddock Shopping Ctr,6931,42679,6632
4617,6253,20191205 09:55:32,40.43717854817708,-79.8965576171875,Downtown,6774,24492,5735
4639,6338,20191205 09:55:45,40.4398193359375,-79.99793243408203,Braddock,6914,937,6646
4641,3314,20191205 09:55:43,40.442863333333335,-79.88505333333333,Braddock,6914,37658,6636
4643,6447,20191205 09:55:43,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4649,3255,20191205 09:55:44,40.4439582824707,-79.93939971923828,Braddock,6777,19336,6638
4650,6249,20191205 09:55:49,40.40206971460459,-79.86100177375637,Downtown,6898,3100,5796
4651,6351,20191205 09:55:46,40.44436073303223,-79.94896039095792,Downtown,6898,45602,5793
4652,6355,20191205 09:55:46,40.442081451416016,-79.88728332519531,Downtown,6912,32881,5734
4660,6243,20191205 09:55:46,40.43796157836914,-79.96379852294922,Downtown,6774,47820,5733
4661,6442,20191205 09:55:49,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
4670,5650,20191205 09:55:59,40.43306137084961,-79.88480377197266,Braddock Shopping Ctr,6931,43403,6632
4672,3308,20191205 09:55:56,40.410142344813195,-79.8776375555223,Downtown,6774,11450,5736
4676,3252,20191205 09:55:57,40.4375348298446,-79.9823233562967,Braddock,6777,5756,6643
4680,6355,20191205 09:56:03,40.441078186035156,-79.88697814941406,Downtown,6912,33316,5734
4682,6340,20191205 09:56:02,40.44303849164177,-79.95405488855698,Braddock,6914,15003,6641
4687,6253,20191205 09:56:05,40.43834795270647,-79.89709145682198,Downtown,6774,24976,5735
4688,6243,20191205 09:56:02,40.43779993057251,-79.96435594558716,Downtown,6774,48081,5733
4698,5650,20191205 09:56:10,40.43172687954373,-79.88449732462566,Braddock Shopping Ctr,6931,43952,6632
4700,3308,20191205 09:56:08,40.410455322265626,-79.8782288869222,Downtown,6774,11729,5736
4701,6253,20191205 09:56:09,40.43866820562454,-79.89722551618304,Downtown,6774,25098,5735
4708,6355,20191205 09:56:11,40.44062423706055,-79.88700103759766,Downtown,6912,33507,5734
4713,6447,20191205 09:56:13,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4719,3255,20191205 09:56:14,40.44347457885742,-79.93834533691407,Braddock,6777,19776,6638
4721,6351,20191205 09:56:23,40.44403989691483,-79.9502481159411,Downtown,6898,46026,5793
4723,6338,20191205 09:56:16,40.439579010009766,-79.99732971191406,Braddock,6914,1128,6646
4731,6442,20191205 09:56:20,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
4732,3252,20191205 09:56:18,40.43741989135742,-79.97952019827706,Braddock,6777,6554,6643
4733,3255,20191205 09:56:23,40.44270362854004,-79.93763765607561,Braddock,6777,20128,6638
4740,5650,20191205 09:56:26,40.42953021709736,-79.88442553006686,Braddock Shopping Ctr,6931,44725,6632
4748,6249,20191205 09:56:32,40.40345364525204,-79.86278788248698,Downtown,6898,3861,5796
4750,6355,20191205 09:56:34,40.440608978271484,-79.88745880126953,Downtown,6912,33637,5734
4752,6340,20191205 09:56:33,40.44303849164177,-79.95405488855698,Braddock,6914,15003,6641
4753,3314,20191205 09:56:34,40.4415283203125,-79.88117218017578,Braddock,6914,38897,6636
4754,5650,20191205 09:56:33,40.42868475011877,-79.88460829451277,Braddock Shopping Ctr,6931,45117,6632
4758,6243,20191205 09:56:33,40.43645095825195,-79.9687983194987,Downtown,6774,49525,5733
4767,3314,20191205 09:56:39,40.44135665893555,-79.88065338134766,Braddock,6914,39060,6636
4770,3308,20191205 09:56:39,40.411964942669044,-79.88108167977168,Downtown,6774,12706,5736
4771,6253,20191205 09:56:39,40.43946497063888,-79.89756734747635,Downtown,6774,25377,5735
4778,6355,20191205 09:56:45,40.440452282245346,-79.88785494290866,Downtown,6912,33773,5734
4779,6338,20191205 09:56:47,40.43953323364258,-79.9971923828125,Braddock,6914,1143,6646
4782,5650,20191205 09:56:46,40.42728836682378,-79.88507562754106,Braddock Shopping Ctr,6931,45694,6632
4783,6447,20191205 09:56:44,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4784,3308,20191205 09:56:42,40.41216192574337,-79.88145183694773,Downtown,6774,12864,5736
4786,6243,20191205 09:56:44,40.43689128330776,-79.97017015729632,Downtown,6774,50025,5733
4787,6442,20191205 09:56:50,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
4788,3252,20191205 09:56:47,40.43734223502023,-79.97781808035714,Braddock,6777,7046,6643
4789,3255,20191205 09:56:44,40.44046112586712,-79.93557476175242,Braddock,6777,21153,6638
4800,6243,20191205 09:56:51,40.437211219300615,-79.97115374625997,Downtown,6774,50327,5733
4808,6340,20191205 09:56:58,40.44328672989555,-79.95310443380605,Braddock,6914,15286,6641
4812,3308,20191205 09:56:59,40.41306608814304,-79.88317340915486,Downtown,6774,13487,5736
4818,6249,20191205 09:57:03,40.404520612774476,-79.86214897849344,Downtown,6898,4432,5796
4824,5650,20191205 09:57:04,40.425518382679336,-79.88567317615856,Braddock Shopping Ctr,6931,46381,6632
4833,6351,20191205 09:57:07,40.444011211395264,-79.95035648345947,Downtown,6898,46058,5793
4845,3255,20191205 09:57:10,40.437889862060544,-79.93317565917968,Braddock,6777,22379,6638
4852,5650,20191205 09:57:20,40.424500419980006,-79.88600521995907,Braddock Shopping Ctr,6931,46783,6632
4853,6447,20191205 09:57:14,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4854,3308,20191205 09:57:16,40.41401446307147,-79.88365229853878,Downtown,6774,13951,5736
4855,6253,20191205 09:57:19,40.43959450354943,-79.89880007230319,Downtown,6774,25859,5735
4857,6442,20191205 09:57:21,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
4858,3252,20191205 09:57:21,40.437232244582404,-79.975098382859,Braddock,6777,7857,6643
4862,6355,20191205 09:57:22,40.4405403137207,-79.88936614990234,Downtown,6912,34265,5734
4869,6253,20191205 09:57:23,40.43954849243164,-79.89945983886719,Downtown,6774,25999,5735
4870,6243,20191205 09:57:22,40.437477758375266,-79.97200413073523,Downtown,6774,50592,5733
4874,6249,20191205 09:57:28,40.40489871685322,-79.86255352313702,Downtown,6898,4634,5796
4877,6338,20191205 09:57:30,40.43925857543945,-79.99645233154297,Braddock,6914,1369,6646
4878,6340,20191205 09:57:28,40.44368289067195,-79.95162758460411,Braddock,6914,15741,6641
4886,3252,20191205 09:57:27,40.43721872965495,-79.97480824788411,Braddock,6777,7917,6643
4887,3255,20191205 09:57:30,40.437838070634484,-79.93073427504387,Braddock,6777,23109,6638
4890,6355,20191205 09:57:35,40.4405666107827,-79.88954195063165,Downtown,6912,34365,5734
4893,3314,20191205 09:57:34,40.44009017944336,-79.87843322753906,Braddock,6914,40006,6636
4894,5650,20191205 09:57:33,40.42413575308664,-79.88612692696708,Braddock Shopping Ctr,6931,46920,6632
4896,3308,20191205 09:57:32,40.41478550687749,-79.88327497117062,Downtown,6774,14256,5736
4898,6243,20191205 09:57:33,40.437852587018696,-79.97320629301525,Downtown,6774,50986,5733
4903,6351,20191205 09:57:37,40.445244415946625,-79.95134121438731,Downtown,6898,46694,5793
4904,6355,20191205 09:57:44,40.44078063964844,-79.89018249511719,Downtown,6912,34570,5734
4906,6340,20191205 09:57:46,40.443848477877104,-79.95097421499399,Braddock,6914,15953,6641
4909,6447,20191205 09:57:44,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4912,6243,20191205 09:57:44,40.43802487850189,-79.97462439537048,Downtown,6774,51455,5733
4914,3252,20191205 09:57:38,40.43714141845703,-79.97295032848011,Braddock,6777,8441,6643
4927,6442,20191205 09:57:52,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
4936,5650,20191205 09:57:57,40.42282745361328,-79.88622100830078,Braddock Shopping Ctr,6931,47449,6632
4940,6243,20191205 09:57:53,40.43814772453861,-79.97588945471722,Downtown,6774,51806,5733
4943,3255,20191205 09:57:54,40.43802421971371,-79.927928723787,Braddock,6777,23918,6638
4944,6249,20191205 09:57:58,40.40585272652762,-79.86219605945405,Downtown,6898,5123,5796
4947,6338,20191205 09:58:01,40.439151763916016,-79.99616241455078,Braddock,6914,1470,6646
4951,6447,20191205 09:58:01,40.413711666666664,-79.85335333333333,Braddock Shopping Ctr,6931,71798,6623
4953,6253,20191205 09:57:59,40.4384396870931,-79.90420485987808,Downtown,6774,27450,5735
4963,3314,20191205 09:58:05,40.43992614746094,-79.87852478027344,Braddock,6914,40072,6636
4966,3308,20191205 09:58:03,40.415923378684305,-79.88457627729936,Downtown,6774,15018,5736
4968,6243,20191205 09:58:05,40.438218116760254,-79.97753715515137,Downtown,6774,52348,5733
4971,3255,20191205 09:58:07,40.43802211159154,-79.92795402125309,Braddock,6777,23918,6638
4974,6355,20191205 09:58:14,40.44124712262835,-79.89210401262555,Downtown,6912,35154,5734
4976,6340,20191205 09:58:16,40.444187709263396,-79.94963700430733,Braddock,6914,16366,6641
4980,3308,20191205 09:58:15,40.4160400390625,-79.88542175292969,Downtown,6774,15284,5736
4984,3252,20191205 09:58:09,40.435890197753906,-79.96817561558315,Braddock,6777,9856,6643
4985,3255,20191205 09:58:14,40.43805358658975,-79.92728720138322,Braddock,6777,24117,6638
4987,6351,20191205 09:58:20,40.44618479410807,-79.95175425211589,Downtown,6898,47057,5793
5010,6243,20191205 09:58:22,40.43830871582031,-79.97945565888377,Downtown,6774,52874,5733
5011,6442,20191205 09:58:23,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
5014,6249,20191205 09:58:29,40.40691291995165,-79.8637782771413,Downtown,6898,5736,5796
5016,6447,20191205 09:58:31,40.41377258300781,-79.85322570800781,Downtown,6912,0,5737
5034,3314,20191205 09:58:36,40.439048767089844,-79.87901306152344,Braddock,6914,40447,6636
5035,5650,20191205 09:58:42,40.422786254882816,-79.88617828369141,Braddock Shopping Ctr,6931,47468,6632
5036,3308,20191205 09:58:41,40.41741680276805,-79.8876374343346,Downtown,6774,16163,5736
5037,6253,20191205 09:58:37,40.438011169433594,-79.91068051466301,Downtown,6774,29281,5735
5038,6243,20191205 09:58:33,40.43836933482777,-79.98076158003373,Downtown,6774,53275,5733
5045,6355,20191205 09:58:48,40.44123353629276,-79.89325003788389,Downtown,6912,35477,5734
5046,6338,20191205 09:58:44,40.439029693603516,-79.995849609375,Braddock,6914,1553,6646
5047,6340,20191205 09:58:47,40.44446319188827,-79.94816765418419,Braddock,6914,16829,6641
5055,3255,20191205 09:58:46,40.43806076049805,-79.92416787916615,Braddock,6777,24988,6638
5061,6340,20191205 09:58:50,40.4444694519043,-79.94780665806361,Braddock,6914,16934,6641
5064,3308,20191205 09:58:50,40.41763029427364,-79.88777476343616,Downtown,6774,16250,5736
5066,6243,20191205 09:58:49,40.43844549996512,-79.98255230131603,Downtown,6774,53817,5733
5070,6249,20191205 09:58:54,40.40833251953125,-79.86559783935547,Downtown,6898,6488,5796
5071,6351,20191205 09:58:58,40.4461524568755,-79.95237810858364,Downtown,6898,47380,5793
5081,6442,20191205 09:58:53,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
5086,6447,20191205 09:59:01,40.41377258300781,-79.85322570800781,Downtown,6912,0,5737
5092,3308,20191205 09:59:01,40.41861157803922,-79.88837267901447,Downtown,6774,16662,5736
5094,6243,20191205 09:59:02,40.438476744152254,-79.98324185325986,Downtown,6774,54016,5733
5099,6351,20191205 09:59:06,40.44594192504883,-79.95267565497036,Downtown,6898,47498,5793
5104,3314,20191205 09:59:05,40.438621520996094,-79.87928009033203,Braddock,6914,40625,6636
5107,6253,20191205 09:59:08,40.43803024291992,-79.91478458527595,Downtown,6774,30444,5735
5110,3252,20191205 09:59:10,40.43661880493164,-79.96381051199776,Braddock,6777,11205,6643
5121,6253,20191205 09:59:14,40.43803024291992,-79.9151382446289,Downtown,6774,30585,5735
5125,3255,20191205 09:59:16,40.43803131580353,-79.92319798469543,Braddock,6777,25225,6638
5131,6340,20191205 09:59:20,40.444645669725205,-79.94359694586859,Braddock,6914,18123,6641
5135,6253,20191205 09:59:22,40.43803024291992,-79.91525595528739,Downtown,6774,30618,5735
5139,3255,20191205 09:59:21,40.43805378675461,-79.92320144176483,Braddock,6777,25225,6638
5144,6338,20191205 09:59:28,40.4389533996582,-79.9948959350586,Braddock,6914,1858,6646
5147,5650,20191205 09:59:28,40.42210163789637,-79.88637991512523,Braddock Shopping Ctr,6931,47833,6632
5151,6442,20191205 09:59:24,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
5154,6249,20191205 09:59:32,40.40894971575056,-79.8663330078125,Downtown,6898,6808,5796
5155,6351,20191205 09:59:36,40.445505142211914,-79.95330047607422,Downtown,6898,47760,5793
5156,6447,20191205 09:59:31,40.41377258300781,-79.85322570800781,Downtown,6912,0,5737
5158,6338,20191205 09:59:37,40.43886184692383,-79.99475860595703,Braddock,6914,1907,6646
5160,3314,20191205 09:59:35,40.43819046020508,-79.87956237792969,Braddock,6914,40872,6636
5162,3308,20191205 09:59:37,40.42049880525959,-79.88953285786643,Downtown,6774,17460,5736
5163,6253,20191205 09:59:33,40.43803024291992,-79.91556753431048,Downtown,6774,30693,5735
5164,6243,20191205 09:59:33,40.43851089477539,-79.98402985530113,Downtown,6774,54210,5733
5176,3308,20191205 09:59:44,40.420891443888344,-79.88977940877278,Downtown,6774,17643,5736
5180,3252,20191205 09:59:41,40.43723832315474,-79.96285999355031,Braddock,6777,11561,6643
5190,3308,20191205 09:59:44,40.42091369628906,-79.8897933959961,Downtown,6774,17652,5736
5192,6243,20191205 09:59:47,40.43855494837607,-79.98496566280242,Downtown,6774,54517,5733
5197,6351,20191205 09:59:50,40.444522365447014,-79.95466638380482,Downtown,6898,48352,5793
5201,6340,20191205 09:59:51,40.4444580078125,-79.94229125976562,Braddock,6914,18466,6641
5208,3252,20191205 09:59:50,40.43750739464393,-79.96257652869592,Braddock,6777,11746,6643
5209,3255,20191205 09:59:51,40.43804793426956,-79.92202791960344,Braddock,6777,25627,6638
5211,6447,20191205 10:00:01,40.41377258300781,-79.85322570800781,Downtown,6912,0,5737
5212,6355,20191205 09:59:55,40.439921176794805,-79.89469516638553,Downtown,6912,36270,5734
5213,6338,20191205 09:59:58,40.43804168701172,-79.9941635131836,Braddock,6914,2293,6646
5214,6340,20191205 10:00:01,40.44439649581909,-79.94160175323486,Braddock,6914,18699,6641
5215,3314,20191205 10:00:03,40.43589782714844,-79.88164520263672,Braddock,6914,41913,6636
5216,5650,20191205 10:00:00,40.421329498291016,-79.88613052368164,Braddock Shopping Ctr,6931,48226,6632
5218,6253,20191205 10:00:03,40.43803024291992,-79.91860671270462,Downtown,6774,31543,5735
5219,6243,20191205 10:00:02,40.43860676414088,-79.98638835706208,Downtown,6774,54949,5733
5220,6442,20191205 09:59:55,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
5223,6351,20191205 10:00:07,40.44401568901248,-79.95538609202315,Downtown,6898,48598,5793
5229,5650,20191205 10:00:05,40.420946393694194,-79.88572932652065,Braddock Shopping Ctr,6931,48404,6632
5238,6355,20191205 10:00:10,40.43985666994189,-79.89468471339491,Downtown,6912,36323,5734
5243,3308,20191205 10:00:12,40.421956773237746,-79.89043273925782,Downtown,6774,18095,5736
5249,6351,20191205 10:00:18,40.44352252666767,-79.95606583815355,Downtown,6898,48860,5793
5251,6355,20191205 10:00:17,40.439800512595255,-79.89512284075627,Downtown,6912,36481,5734
5254,3314,20191205 10:00:16,40.43497085571289,-79.88262939453125,Braddock,6914,42423,6636
5258,6243,20191205 10:00:18,40.43868803977966,-79.9882435798645,Downtown,6774,55469,5733
5260,3252,20191205 10:00:20,40.43829345703125,-79.96141052246094,Braddock,6777,12140,6643
5261,3255,20191205 10:00:22,40.43804168701172,-79.91992123921712,Braddock,6777,26202,6638
5267,3314,20191205 10:00:28,40.4342041015625,-79.88355255126953,Braddock,6914,42823,6636
5272,6442,20191205 10:00:26,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
5275,6249,20191205 10:00:33,40.41087341308594,-79.86858367919922,Downtown,6898,7719,5796
5277,6447,20191205 10:00:31,40.41377258300781,-79.85322570800781,Downtown,6912,0,5737
5279,6338,20191205 10:00:29,40.438011169433594,-79.99314880371094,Braddock,6914,2617,6646
5280,6340,20191205 10:00:32,40.444003105163574,-79.93935489654541,Braddock,6914,19385,6641
5284,6253,20191205 10:00:34,40.43803024291992,-79.91875076293945,Downtown,6774,31583,5735
5296,5650,20191205 10:00:38,40.42018042670356,-79.88470289442274,Braddock Shopping Ctr,6931,48881,6632
5304,6351,20191205 10:00:49,40.443390420766974,-79.95623920147236,Downtown,6898,48952,5793
5311,3308,20191205 10:00:42,40.42337875366211,-79.89130859375,Downtown,6774,18654,5736
5313,6243,20191205 10:00:48,40.438756686538014,-79.98971728424527,Downtown,6774,55873,5733
5326,6253,20191205 10:00:51,40.43803024291992,-79.9189666998191,Downtown,6774,31666,5735
5329,3252,20191205 10:00:50,40.4382942199707,-79.96141139439175,Braddock,6777,12140,6643
5330,3255,20191205 10:00:52,40.4379997253418,-79.9195785522461,Braddock,6777,26253,6638
5341,6243,20191205 10:00:59,40.438756686538014,-79.98971728424527,Downtown,6774,55873,5733
5342,6442,20191205 10:00:56,40.413756666666664,-79.85317,Braddock Hills Shopping Ctr,6776,59343,6625
5345,6249,20191205 10:01:03,40.411973806527946,-79.86995227520282,Downtown,6898,8324,5796
5346,6351,20191205 10:01:04,40.44312517266525,-79.95660259849147,Downtown,6898,49118,5793
5347,6447,20191205 10:01:01,40.41377258300781,-79.85322570800781,Downtown,6912,0,5737
5353,6442,20191205 10:01:01,40.413756666666664,-79.85317,Downtown,6774,29,5738
