,id,timestamp,lat,lon,destination,pattern_id,pattern_distance,trip_id
4559,6439,20191204 20:33:42,40.422364485891244,-79.88591819897033,Downtown,6912,22955,5769
4562,3311,20191204 20:33:43,40.420628561902404,-79.88961996960995,Braddock,6777,40676,6773
4563,3308,20191204 20:33:43,40.419500986735024,-79.88891064679181,Braddock,6777,41147,6777
4568,3206,20191204 20:33:45,40.4440100820441,-79.9503607498972,Braddock,6914,16155,6779
4570,3311,20191204 20:33:45,40.42044576009115,-79.88949584960938,Braddock,6777,40750,6773
4573,6342,20191204 20:33:44,40.44175665719168,-80.00250026157924,Downtown,6806,53813,5846
4580,6434,20191204 20:33:54,40.43268032073975,-79.8938856124878,Downtown,6806,15810,5849
4582,6237,20191204 20:33:59,40.439483642578125,-79.96170043945312,Downtown,6898,51108,5847
4585,3255,20191204 20:33:59,40.44005289944735,-79.87845403497869,Braddock,6914,40022,6775
4586,3311,20191204 20:33:57,40.41953150431315,-79.88892760100188,Braddock,6777,41135,6773
4587,3308,20191204 20:33:59,40.418331146240234,-79.88819122314453,Braddock,6777,41628,6777
4599,6439,20191204 20:34:12,40.42422074538011,-79.88609861716246,Downtown,6912,23705,5769
4602,3311,20191204 20:34:12,40.41833686828613,-79.88819449288505,Braddock,6777,41625,6773
4607,6439,20191204 20:34:18,40.42451095581055,-79.88600158691406,Downtown,6912,23846,5769
4608,3206,20191204 20:34:16,40.44432830810547,-79.94889068603516,Braddock,6914,16582,6779
4611,3308,20191204 20:34:16,40.41730388005575,-79.88757006327312,Braddock,6777,42086,6777
4613,6342,20191204 20:34:15,40.440972646077476,-80.00100708007812,Downtown,6806,54455,5846
4614,6237,20191204 20:34:21,40.439369718907244,-79.96174983654993,Downtown,6898,51188,5847
4624,3206,20191204 20:34:27,40.44441188465465,-79.94877763227983,Braddock,6914,16658,6779
4626,3311,20191204 20:34:28,40.417336781819664,-79.88759072621663,Braddock,6777,42073,6773
4628,6434,20191204 20:34:27,40.43418767896749,-79.8950263847739,Downtown,6806,16503,5849
4633,3255,20191204 20:34:30,40.43913692898221,-79.8789616337529,Braddock,6914,40353,6775
4637,6342,20191204 20:34:33,40.44093,-80.00082166666667,Downtown,6806,54508,5846
4639,6439,20191204 20:34:39,40.42501904887538,-79.88583669354838,Downtown,6912,24058,5769
4640,3206,20191204 20:34:37,40.444469980093146,-79.94774991548978,Braddock,6914,16981,6779
4647,6439,20191204 20:34:49,40.42553648401479,-79.88566751949122,Downtown,6912,24261,5769
4650,6342,20191204 20:34:46,40.4404182434082,-79.99954223632812,Braddock Hills Shopping Ctr,6776,405,6781
4652,3308,20191204 20:34:43,40.41600799560547,-79.88523319789341,Braddock,6777,42950,6777
4653,6434,20191204 20:34:48,40.43582780482405,-79.89598781779661,Downtown,6806,17196,5849
4654,6237,20191204 20:34:52,40.43802981906467,-79.9635370042589,Downtown,6898,51879,5847
4667,3311,20191204 20:34:57,40.41600942611694,-79.88524382455009,Braddock,6777,42947,6773
4669,6434,20191204 20:34:59,40.43684425354004,-79.89641647338867,Downtown,6806,17618,5849
4670,6237,20191204 20:35:04,40.43775798656322,-79.96476434778285,Downtown,6898,52278,5847
4673,3255,20191204 20:35:01,40.43879224989149,-79.8791717529297,Braddock,6914,40556,6775
4676,3308,20191204 20:35:03,40.41548181087413,-79.88297369125041,Braddock,6777,43604,6777
4679,6439,20191204 20:35:07,40.42682110179555,-79.88523413918234,Downtown,6912,24765,5769
4680,3206,20191204 20:35:07,40.44451904296875,-79.94647561936151,Braddock,6914,17303,6779
4684,3308,20191204 20:35:08,40.41514058698688,-79.88309505529571,Braddock,6777,43759,6777
4693,6434,20191204 20:35:14,40.43820299421038,-79.8970195225307,Downtown,6806,18199,5849
4698,6342,20191204 20:35:17,40.440120697021484,-79.99884033203125,Braddock Hills Shopping Ctr,6776,575,6781
4699,3311,20191204 20:35:17,40.415614142784705,-79.88345959003155,Braddock,6777,43474,6773
4700,3308,20191204 20:35:18,40.414710998535156,-79.8833122253418,Braddock,6777,43956,6777
4703,6439,20191204 20:35:21,40.42792892456055,-79.88484954833984,Downtown,6912,25207,5769
4710,6237,20191204 20:35:33,40.436452865600586,-79.96881866455078,Downtown,6898,53630,5847
4713,3255,20191204 20:35:31,40.43851335313585,-79.87934722900391,Braddock,6914,40669,6775
4715,3311,20191204 20:35:27,40.41548375880465,-79.8829814829725,Braddock,6777,43602,6773
4716,3308,20191204 20:35:28,40.4138308763504,-79.88374757766724,Braddock,6777,44340,6777
4719,6439,20191204 20:35:40,40.428941454206196,-79.88454328264508,Downtown,6912,25609,5769
4724,3308,20191204 20:35:39,40.412990272045135,-79.88302898406982,Braddock,6777,44814,6777
4726,6237,20191204 20:35:43,40.43691635131836,-79.97026062011719,Downtown,6898,54129,5847
4729,3255,20191204 20:35:41,40.43823013305664,-79.87953491210938,Braddock,6914,40832,6775
4733,6434,20191204 20:35:45,40.439478020919,-79.89757337068257,Downtown,6806,18658,5849
4736,3206,20191204 20:35:49,40.44464160777904,-79.94380668357566,Braddock,6914,18064,6779
4738,6342,20191204 20:35:50,40.440108503614155,-79.99870504651751,Braddock Hills Shopping Ctr,6776,680,6781
4739,3311,20191204 20:35:49,40.41444698132967,-79.88345377068771,Braddock,6777,44062,6773
4743,6439,20191204 20:35:55,40.43037503560384,-79.88437372843424,Downtown,6912,26172,5769
4753,3255,20191204 20:35:57,40.43668791827034,-79.88061074649586,Braddock,6914,41532,6775
4756,3308,20191204 20:36:00,40.41199750166673,-79.88114401010367,Braddock,6777,45472,6777
4758,6237,20191204 20:36:06,40.4372552724985,-79.97127738365761,Downtown,6898,54465,5847
4764,3308,20191204 20:36:05,40.41169975543844,-79.88059116231985,Braddock,6777,45667,6777
4772,3308,20191204 20:36:10,40.411383628845215,-79.87998580932617,Braddock,6777,45894,6777
4773,6434,20191204 20:36:10,40.43961304884691,-79.89850616455078,Downtown,6806,19043,5849
4774,6237,20191204 20:36:11,40.43733943592418,-79.97156755851977,Downtown,6898,54570,5847
4775,6439,20191204 20:36:12,40.43182420730591,-79.88451969623566,Downtown,6912,26699,5769
4777,3255,20191204 20:36:14,40.436150550842285,-79.88124489784241,Braddock,6914,41786,6775
4781,6434,20191204 20:36:16,40.4395619518352,-79.89923887432747,Downtown,6806,19256,5849
4784,3206,20191204 20:36:19,40.444488525390625,-79.94227981567383,Braddock,6914,18499,6779
4786,6342,20191204 20:36:20,40.43902039527893,-79.99581861495972,Braddock Hills Shopping Ctr,6776,1552,6781
4787,3311,20191204 20:36:20,40.41321501298384,-79.88345184326172,Braddock,6777,44632,6773
4793,3255,20191204 20:36:27,40.43533146138094,-79.88219607606226,Braddock,6914,42246,6775
4798,6237,20191204 20:36:32,40.437393535267226,-79.97173760154031,Downtown,6898,54621,5847
4801,3255,20191204 20:36:36,40.43477294921875,-79.88285888671875,Braddock,6914,42528,6775
4803,3311,20191204 20:36:33,40.41293716430664,-79.8829345703125,Braddock,6777,44847,6773
4810,6342,20191204 20:36:39,40.43895906017673,-79.995119156376,Braddock Hills Shopping Ctr,6776,1801,6781
4812,3308,20191204 20:36:37,40.410127235181406,-79.8776127208363,Braddock,6777,46695,6777
4815,6439,20191204 20:36:43,40.43259945250394,-79.88469722814727,Downtown,6912,27011,5769
4817,3255,20191204 20:36:43,40.43435648867958,-79.88337426436574,Braddock,6914,42749,6775
4818,6342,20191204 20:36:43,40.43893636067708,-79.99473419189454,Braddock Hills Shopping Ctr,6776,1872,6781
4824,3206,20191204 20:36:49,40.444493832795516,-79.94212971562925,Braddock,6914,18577,6779
4828,3308,20191204 20:36:49,40.40925308753704,-79.87757307907631,Braddock,6777,47049,6777
4843,3311,20191204 20:37:01,40.41170133393386,-79.88059418776939,Braddock,6777,45666,6773
4846,6237,20191204 20:37:02,40.43766975402832,-79.97262954711914,Downtown,6898,54859,5847
4851,3311,20191204 20:37:05,40.41139929635184,-79.88001578194755,Braddock,6777,45885,6773
4855,6439,20191204 20:37:14,40.43259945250394,-79.88469722814727,Downtown,6912,27011,5769
4857,3255,20191204 20:37:12,40.43352371791624,-79.88434442484154,Braddock,6914,43184,6775
4858,6342,20191204 20:37:14,40.43861257834513,-79.99465642209913,Braddock Hills Shopping Ctr,6776,2038,6781
4862,6237,20191204 20:37:18,40.43802523612976,-79.97462797164917,Downtown,6898,55559,5847
4864,3206,20191204 20:37:19,40.4440598487854,-79.93961548805237,Braddock,6914,19299,6779
4868,3308,20191204 20:37:22,40.4070418406341,-79.87501797433627,Braddock,6777,48198,6777
4870,6237,20191204 20:37:26,40.43815416608538,-79.97599509102957,Downtown,6898,55950,5847
4871,6439,20191204 20:37:25,40.43293460579805,-79.88477112526117,Downtown,6912,27157,5769
4873,3255,20191204 20:37:22,40.433068084716794,-79.88480377197266,Braddock,6914,43401,6775
4877,6434,20191204 20:37:26,40.438011169433594,-79.91216141836983,Downtown,6806,22953,5849
4883,3311,20191204 20:37:28,40.410127235181406,-79.8776127208363,Braddock,6777,46695,6773
4886,6237,20191204 20:37:36,40.4382209777832,-79.97759340726412,Downtown,6898,56423,5847
4889,3255,20191204 20:37:35,40.43173493279351,-79.88449923197429,Braddock,6914,43949,6775
4900,3308,20191204 20:37:40,40.4061279296875,-79.87341213226318,Braddock,6777,48758,6777
4912,3206,20191204 20:37:49,40.442787170410156,-79.93778228759766,Braddock,6914,20038,6779
4926,6237,20191204 20:37:59,40.43837105355612,-79.98081839956889,Downtown,6898,57397,5847
4927,6439,20191204 20:38:01,40.434913063049315,-79.88308677673339,Downtown,6912,28098,5769
4928,3206,20191204 20:38:07,40.44271902604537,-79.93765085393733,Braddock,6914,20128,6779
4929,3255,20191204 20:38:01,40.42871825759475,-79.88459757212046,Braddock,6914,45104,6775
4930,6342,20191204 20:37:57,40.43803322833517,-79.99433301842731,Braddock Hills Shopping Ctr,6776,2236,6781
4931,3311,20191204 20:37:58,40.407903324473985,-79.87613677978516,Braddock,6777,47665,6773
4932,3308,20191204 20:37:59,40.405025016970754,-79.87145549495045,Braddock,6777,49465,6777
4933,6434,20191204 20:37:57,40.43803024291992,-79.91304779052734,Downtown,6806,23212,5849
4936,3206,20191204 20:38:11,40.442553202311196,-79.93749491373698,Braddock,6914,20233,6779
4942,6237,20191204 20:38:14,40.43844531831287,-79.98254915267702,Downtown,6898,57914,5847
4943,6439,20191204 20:38:13,40.435279846191406,-79.88311004638672,Downtown,6912,28265,5769
4945,3255,20191204 20:38:14,40.42730954228615,-79.88506815384845,Braddock,6914,45686,6775
4949,6434,20191204 20:38:17,40.43803024291992,-79.91514696393695,Downtown,6806,23863,5849
4954,6342,20191204 20:38:21,40.43799804238712,-79.9928077248966,Braddock Hills Shopping Ctr,6776,2719,6781
4956,3308,20191204 20:38:21,40.40376099543785,-79.86924379263351,Braddock,6777,50216,6777
4969,3255,20191204 20:38:31,40.42552947998047,-79.88566970825195,Braddock,6914,46376,6775
4971,3311,20191204 20:38:29,40.40711569786072,-79.87514638900757,Braddock,6777,48109,6773
4974,6237,20191204 20:38:34,40.438558050926694,-79.98501944034658,Downtown,6898,58632,5847
4975,6439,20191204 20:38:36,40.43646842554996,-79.8824318333676,Downtown,6912,28766,5769
4979,3311,20191204 20:38:37,40.40691420991542,-79.87479297185348,Braddock,6777,48275,6773
4980,3308,20191204 20:38:37,40.40315682547433,-79.86873408726284,Braddock,6777,50599,6777
4982,6237,20191204 20:38:42,40.4385663296314,-79.98531877233627,Downtown,6898,58707,5847
4984,3206,20191204 20:38:41,40.43951633998326,-79.9346945626395,Braddock,6914,21586,6779
4988,3308,20191204 20:38:41,40.402866231984106,-79.8688991152007,Braddock,6777,50748,6777
4991,6439,20191204 20:38:43,40.4369208017985,-79.88217417399089,Downtown,6912,28968,5769
4992,3206,20191204 20:38:48,40.4389289855957,-79.93413670857747,Braddock,6914,21890,6779
4994,6342,20191204 20:38:47,40.43791620354904,-79.9906190571032,Braddock Hills Shopping Ctr,6776,3337,6781
4997,6434,20191204 20:38:48,40.43803024291992,-79.91846865699405,Downtown,6806,24781,5849
4998,6237,20191204 20:38:53,40.43862801167502,-79.98692492584684,Downtown,6898,59210,5847
4999,6439,20191204 20:38:53,40.43756084118859,-79.88181485968121,Downtown,6912,29227,5769
5001,3255,20191204 20:38:52,40.424297605242046,-79.88607515607562,Braddock,6914,46849,6775
5007,3206,20191204 20:39:00,40.43787746429443,-79.93316040039062,Braddock,6914,22392,6779
5008,3255,20191204 20:39:01,40.42353645699923,-79.8863157678823,Braddock,6914,47186,6775
5012,6237,20191204 20:39:06,40.438687682151794,-79.98823857307434,Downtown,6898,59569,5847
5017,3311,20191204 20:39:08,40.405967235565186,-79.87312889099121,Braddock,6777,48882,6773
5027,6439,20191204 20:39:17,40.43867800128994,-79.88117593793727,Downtown,6912,29699,5769
5030,6342,20191204 20:39:18,40.43776529485529,-79.98704898718631,Braddock Hills Shopping Ctr,6776,4360,6781
5032,6434,20191204 20:39:14,40.43803024291992,-79.91899696725314,Downtown,6806,24951,5849
5035,3206,20191204 20:39:19,40.4378411429269,-79.93068858555385,Braddock,6914,23144,6779
5046,6434,20191204 20:39:26,40.43803024291992,-79.91888752389461,Downtown,6806,24951,5849
5050,3255,20191204 20:39:32,40.42303219963522,-79.88639472512638,Braddock,6914,47338,6775
5051,6342,20191204 20:39:34,40.437744867234,-79.98658546568855,Braddock Hills Shopping Ctr,6776,4496,6781
5054,6237,20191204 20:39:37,40.43877098777077,-79.99005751176314,Downtown,6898,60074,5847
5055,6439,20191204 20:39:36,40.43955939156668,-79.88067626953125,Downtown,6912,30050,5769
5060,6434,20191204 20:39:39,40.43804168701172,-79.91982769575276,Downtown,6806,25196,5849
5062,6439,20191204 20:39:41,40.43986086164202,-79.88050231933593,Downtown,6912,30168,5769
5063,3206,20191204 20:39:49,40.4380002339681,-79.92825368245443,Braddock,6914,23822,6779
5065,6342,20191204 20:39:39,40.43770708356585,-79.9859379359654,Braddock Hills Shopping Ctr,6776,4692,6781
5066,3311,20191204 20:39:40,40.40388107299805,-79.86949920654297,Braddock,6777,50113,6773
5076,6439,20191204 20:39:59,40.440323965890066,-79.88031332833427,Downtown,6912,30389,5769
5085,3255,20191204 20:40:03,40.422603081012596,-79.88600290232691,Braddock,6914,47511,6775
5086,6342,20191204 20:40:01,40.43755373747452,-79.98273932415506,Braddock Hills Shopping Ctr,6776,5615,6781
5089,6237,20191204 20:40:06,40.43880844116211,-79.99082522922092,Downtown,6898,60313,5847
5093,6342,20191204 20:40:09,40.43750272478376,-79.98152269635882,Braddock Hills Shopping Ctr,6776,5970,6781
5101,3311,20191204 20:40:12,40.40376510620117,-79.86925163269044,Braddock,6777,50220,6773
5102,6434,20191204 20:40:10,40.43804931640625,-79.92242758614677,Downtown,6806,25912,5849
5106,3255,20191204 20:40:17,40.42210343304802,-79.88637632482192,Braddock,6914,47831,6775
5110,6237,20191204 20:40:22,40.43888342558448,-79.99257796557981,Downtown,6898,60864,5847
5112,3206,20191204 20:40:20,40.438021208110605,-79.92796486302426,Braddock,6914,23905,6779
5118,6439,20191204 20:40:31,40.44082909442009,-79.88182246431391,Downtown,6912,30858,5769
5120,3255,20191204 20:40:34,40.42136764526367,-79.88616485595703,Braddock,6914,48209,6775
5121,6342,20191204 20:40:28,40.43741989135742,-79.9795276096889,Braddock Hills Shopping Ctr,6776,6552,6781
5122,3311,20191204 20:40:34,40.402675234038256,-79.86870048786032,Braddock,6777,50836,6773
5127,3255,20191204 20:40:35,40.421325138636995,-79.88612659999302,Braddock,6914,48228,6775
5131,6237,20191204 20:40:41,40.43893301664893,-79.99417888584422,Downtown,6898,61309,5847
5133,3206,20191204 20:40:44,40.43802421971371,-79.927928723787,Braddock,6914,23915,6779
5135,6342,20191204 20:40:42,40.43734230313982,-79.97782053266253,Braddock Hills Shopping Ctr,6776,7045,6781
5136,6434,20191204 20:40:41,40.43804931640625,-79.92248071943011,Downtown,6806,25927,5849
5147,6342,20191204 20:40:53,40.43727438790457,-79.9760273524693,Braddock Hills Shopping Ctr,6776,7587,6781
5153,6342,20191204 20:40:58,40.43723478771391,-79.9751492454892,Braddock Hills Shopping Ctr,6776,7833,6781
5156,6439,20191204 20:41:02,40.44116282808608,-79.88285661780316,Downtown,6912,31213,5769
5158,3255,20191204 20:41:03,40.420260959201386,-79.88468594021268,Braddock,6914,48820,6775
5159,6342,20191204 20:41:01,40.43720991715141,-79.97464519998302,Braddock Hills Shopping Ctr,6776,7995,6781
5161,6237,20191204 20:41:09,40.43936562051579,-79.99446806615713,Downtown,6898,61612,5847
5166,6434,20191204 20:41:07,40.43806076049805,-79.92358703613282,Downtown,6806,26266,5849
5169,3206,20191204 20:41:15,40.43806076049805,-79.92481405084783,Braddock,6914,24808,6779
5172,6434,20191204 20:41:12,40.43806076049805,-79.92406732895795,Downtown,6806,26398,5849
5173,6237,20191204 20:41:20,40.44020419650607,-79.99436526828342,Downtown,6898,61930,5847
5178,6434,20191204 20:41:18,40.43806076049805,-79.92457699775696,Downtown,6806,26543,5849
5186,6439,20191204 20:41:33,40.44192282358805,-79.88511101404826,Downtown,6912,31909,5769
5188,3255,20191204 20:41:33,40.41910752253746,-79.88429328576842,Braddock,6914,49429,6775
5189,6342,20191204 20:41:32,40.43595984674269,-79.96862522248298,Braddock Hills Shopping Ctr,6776,9764,6781
5191,6237,20191204 20:41:40,40.44047622680664,-79.99502258300781,Downtown,6898,62244,5847
5199,3206,20191204 20:41:45,40.43802201747894,-79.92319655418396,Braddock,6914,25232,6779
5208,6434,20191204 20:41:49,40.43805669148763,-79.92720743815104,Downtown,6806,27272,5849
5210,6439,20191204 20:41:55,40.44195739428202,-79.8852334022522,Downtown,6912,31978,5769
5212,3255,20191204 20:41:54,40.418661390032085,-79.88353293282645,Braddock,6914,49714,6775
5223,3206,20191204 20:42:05,40.438052313668386,-79.92303357805524,Braddock,6914,25338,6779
5224,3255,20191204 20:42:06,40.417796084755345,-79.88208690442536,Braddock,6914,50229,6775
5225,6342,20191204 20:42:02,40.436863369411896,-79.96347554524739,Braddock Hills Shopping Ctr,6776,11355,6781
5227,6237,20191204 20:42:11,40.44059398256499,-79.99539842276738,Downtown,6898,62326,5847
5229,3206,20191204 20:42:15,40.438049169687126,-79.92198973435622,Braddock,6914,25618,6779
5238,6434,20191204 20:42:19,40.43798389719493,-79.92856335995802,Downtown,6806,27694,5849
5242,3255,20191204 20:42:24,40.41714090200571,-79.88097287691556,Braddock,6914,50656,6775
5246,6439,20191204 20:42:26,40.44231033325195,-79.88632202148438,Downtown,6912,32321,5769
5252,6439,20191204 20:42:31,40.44245317247179,-79.88677554660373,Downtown,6912,32436,5769
5262,6434,20191204 20:42:37,40.437843496149235,-79.93066464048444,Downtown,6806,28291,5849
5263,6237,20191204 20:42:41,40.44091775682237,-79.9962895711263,Downtown,6898,62628,5847
5265,3206,20191204 20:42:46,40.438029787433685,-79.9195785522461,Braddock,6914,26277,6779
5267,6342,20191204 20:42:46,40.43729178585223,-79.96287069747697,Braddock Hills Shopping Ctr,6776,11632,6781
5278,3255,20191204 20:42:54,40.41582489013672,-79.87873077392578,Braddock,6914,51412,6775
5279,6342,20191204 20:42:55,40.43745510394756,-79.96264941875751,Braddock Hills Shopping Ctr,6776,11718,6781
5288,6439,20191204 20:43:02,40.44175050843437,-79.88717881688532,Downtown,6912,33061,5769
5290,3255,20191204 20:43:12,40.41552532420439,-79.87790949204388,Braddock,6914,51701,6775
5291,6342,20191204 20:43:06,40.43765640258789,-79.96235818573923,Braddock Hills Shopping Ctr,6776,11827,6781
5292,6434,20191204 20:43:09,40.439062944099085,-79.93426024024166,Downtown,6806,29577,5849
5293,6237,20191204 20:43:12,40.441282092400314,-79.99729444395821,Downtown,6898,62932,5847
5295,3206,20191204 20:43:16,40.438012877507,-79.9195785522461,Braddock,6914,26277,6779
5296,3255,20191204 20:43:14,40.41549454965899,-79.87773698376071,Braddock,6914,51748,6775
5310,6434,20191204 20:43:26,40.440467834472656,-79.93558104141898,Downtown,6806,30226,5849
5311,6237,20191204 20:43:30,40.44146474202474,-79.99779120551216,Downtown,6898,63115,5847
5315,6342,20191204 20:43:30,40.43843150588701,-79.96127621632702,Braddock Hills Shopping Ctr,6776,12234,6781
5318,6439,20191204 20:43:33,40.44082404082676,-79.88690286312463,Downtown,6912,33410,5769
5319,3206,20191204 20:43:34,40.43803024291992,-79.91831997958097,Braddock,6914,26672,6779
5321,6342,20191204 20:43:32,40.43861660058948,-79.96101423622905,Braddock Hills Shopping Ctr,6776,12351,6781
5324,6439,20191204 20:43:41,40.440794746830775,-79.88689494582842,Downtown,6912,33422,5769
5332,3255,20191204 20:43:43,40.4153605374423,-79.87616521661931,Braddock,6914,52253,6775
5336,6439,20191204 20:43:51,40.44049072265625,-79.88774702284071,Downtown,6912,33730,5769
5346,6434,20191204 20:43:53,40.442647389003206,-79.937589100429,Downtown,6806,31219,5849
5349,3206,20191204 20:44:05,40.43801390235104,-79.9163712458824,Braddock,6914,27201,6779
5351,6342,20191204 20:44:02,40.44005494551225,-79.95905317826704,Braddock Hills Shopping Ctr,6776,13142,6781
5356,3255,20191204 20:44:10,40.414820316859654,-79.87418147495815,Braddock,6914,52866,6775
5359,6237,20191204 20:44:13,40.44203567504883,-79.9992431640625,Downtown,6898,63588,5847
5361,3206,20191204 20:44:15,40.43803024291992,-79.91626943860736,Braddock,6914,27292,6779
5365,6237,20191204 20:44:21,40.44215621948242,-79.99954490661621,Downtown,6898,63682,5847
5372,6439,20191204 20:44:28,40.440530597038986,-79.88937392324772,Downtown,6912,34269,5769
5374,3255,20191204 20:44:23,40.414269065856935,-79.8726593017578,Braddock,6914,53371,6775
5375,6342,20191204 20:44:26,40.44034385681152,-79.9586534807759,Braddock Hills Shopping Ctr,6776,13300,6781
5376,6434,20191204 20:44:23,40.44364929199219,-79.93851023706897,Downtown,6806,31684,5849
5378,6439,20191204 20:44:31,40.44056344539561,-79.88953075003117,Downtown,6912,34362,5769
5386,3255,20191204 20:44:37,40.41331100463867,-79.8711166381836,Braddock,6914,53971,6775
5390,6439,20191204 20:44:40,40.440811861478366,-79.89027451735276,Downtown,6912,34599,5769
5397,3206,20191204 20:44:46,40.438001023962144,-79.9132308959961,Braddock,6914,28096,6779
5401,6237,20191204 20:44:52,40.44228007429737,-80.00045737573656,Downtown,6898,64017,5847
5411,6342,20191204 20:44:56,40.44079399108887,-79.95804100036621,Braddock Hills Shopping Ctr,6776,13534,6781
5412,6434,20191204 20:44:57,40.44389325922186,-79.9387940493497,Downtown,6806,31808,5849
5414,6439,20191204 20:45:06,40.441227604792665,-79.89167034442607,Downtown,6912,35019,5769
5415,3206,20191204 20:45:08,40.43803024291992,-79.91315601055439,Braddock,6914,28162,6779
5416,3255,20191204 20:45:01,40.411868355490945,-79.8698432228782,Braddock,6914,54640,6775
5431,6237,20191204 20:45:22,40.441997728849714,-80.0015186510588,Downtown,6898,64393,5847
5440,3255,20191204 20:45:28,40.41092380724455,-79.868702135588,Braddock,6914,55107,6775
5441,6342,20191204 20:45:27,40.441002895957546,-79.95770906147204,Braddock Hills Shopping Ctr,6776,13637,6781
5442,6434,20191204 20:45:27,40.44450283050537,-79.94217205047607,Downtown,6806,32815,5849
5446,3255,20191204 20:45:33,40.41052698534588,-79.86821800054506,Braddock,6914,55310,6775
5447,6342,20191204 20:45:32,40.441256689646885,-79.95739685542999,Braddock Hills Shopping Ctr,6776,13818,6781
5453,6342,20191204 20:45:35,40.44145347958519,-79.95712474035838,Braddock Hills Shopping Ctr,6776,13923,6781
5460,6043,20191204 20:45:42,40.40214538574219,-79.86769104003906,Downtown,6806,275,5851
5464,3206,20191204 20:45:49,40.43807792663574,-79.90538787841797,Braddock,6914,30307,6779
5467,6043,20191204 20:45:45,40.402244567871094,-79.8675765991211,Downtown,6806,324,5851
5469,6237,20191204 20:45:53,40.44132059270685,-80.00194237448953,Downtown,6898,65012,5847
5470,6439,20191204 20:45:53,40.44120864868164,-79.89435373942057,Downtown,6912,35792,5769
5474,6043,20191204 20:45:59,40.402400970458984,-79.86737823486328,Downtown,6806,442,5851
5475,6434,20191204 20:45:58,40.44455076518812,-79.94243046275356,Downtown,6806,32890,5849
5479,3255,20191204 20:46:01,40.40886392166365,-79.86623291471112,Braddock,6914,56173,6775
5495,6043,20191204 20:46:12,40.4029426574707,-79.86811065673828,Downtown,6806,737,5851
5497,6237,20191204 20:46:16,40.4409384197659,-80.00091234842937,Downtown,6898,65302,5847
5500,3255,20191204 20:46:15,40.40761184692383,-79.864741563797,Braddock,6914,56795,6775
5505,6439,20191204 20:46:24,40.43981727224882,-79.89488733010214,Downtown,6912,36415,5769
5509,6043,20191204 20:46:23,40.40351104736328,-79.86888122558594,Downtown,6806,1061,5851
5517,6434,20191204 20:46:29,40.44464608125909,-79.94354975500772,Downtown,6806,33191,5849
5519,6237,20191204 20:46:30,40.440460205078125,-79.99964141845703,Braddock,6914,369,6783
5520,3206,20191204 20:46:32,40.43967019943964,-79.897641318185,Braddock,6914,32625,6779
5521,3255,20191204 20:46:30,40.40691630045573,-79.86378479003906,Braddock,6914,57194,6775
5525,6439,20191204 20:46:39,40.439766597747806,-79.89575366973877,Downtown,6912,36658,5769
5529,6342,20191204 20:46:39,40.442496202994086,-79.95570904275645,Braddock Hills Shopping Ctr,6776,14455,6781
5531,6434,20191204 20:46:38,40.44463223827128,-79.94393889758052,Downtown,6806,33338,5849
5537,6043,20191204 20:46:48,40.403808925462805,-79.86930250084919,Downtown,6806,1245,5851
5554,6237,20191204 20:47:01,40.440120697021484,-79.99884033203125,Braddock,6914,586,6783
5555,3206,20191204 20:47:03,40.43967646644229,-79.89740789504279,Braddock,6914,32676,6779
5556,3255,20191204 20:47:01,40.40548515319824,-79.8617557178844,Braddock,6914,57986,6775
5560,6439,20191204 20:47:09,40.43968699528621,-79.89713639479417,Downtown,6912,37042,5769
5561,6237,20191204 20:47:09,40.44010907550191,-79.99870655148528,Braddock,6914,691,6783
5564,6342,20191204 20:47:10,40.443022335276886,-79.95411233340992,Braddock Hills Shopping Ctr,6776,14992,6781
5566,6434,20191204 20:47:09,40.44454847063337,-79.94566127232143,Downtown,6806,33835,5849
5579,6043,20191204 20:47:19,40.405183387525156,-79.87174063017873,Downtown,6806,2136,5851
5588,6035,20191204 20:47:31,40.40203857421875,-79.8678207397461,Downtown,6898,252,5852
5592,3255,20191204 20:47:32,40.40450439453125,-79.86213073730468,Braddock,6914,58438,6775
5598,6237,20191204 20:47:40,40.439542165616665,-79.99721917873475,Braddock,6914,1135,6783
5602,6043,20191204 20:47:38,40.406154096126556,-79.87345898151398,Downtown,6806,2748,5851
5603,6434,20191204 20:47:39,40.44451141357422,-79.94677973505276,Downtown,6806,34098,5849
5608,3255,20191204 20:47:44,40.40438179347826,-79.86199486773947,Braddock,6914,58573,6775
5609,6342,20191204 20:47:41,40.44305583408901,-79.95398058210101,Braddock Hills Shopping Ctr,6776,15031,6781
5613,6439,20191204 20:47:47,40.43967498432506,-79.89745192094283,Downtown,6912,37173,5769
5615,3206,20191204 20:47:46,40.43968747696787,-79.8971233727797,Braddock,6914,32757,6779
5623,3206,20191204 20:47:53,40.439719721956074,-79.8964836552458,Braddock,6914,32947,6779
5629,6439,20191204 20:48:01,40.43956533467995,-79.89918633227079,Downtown,6912,37713,5769
5636,6035,20191204 20:48:02,40.40203857421875,-79.8678207397461,Downtown,6898,252,5852
5642,6043,20191204 20:48:03,40.40714789725639,-79.87519733325855,Downtown,6806,3399,5851
5646,6237,20191204 20:48:10,40.439542165616665,-79.99721917873475,Braddock,6914,1135,6783
5647,3206,20191204 20:48:11,40.4393117150595,-79.89484334546466,Braddock,6914,33465,6779
